symbol,month,txdate,entry_date,mcap,value,value_od,value_10,pct_cap,pct_cap_od,n_tx,n_insiders,n_od,stake_inc,ceo_cfo,director_only,r3m,r6m,r12m,r3m_QQQ,r6m_QQQ,r12m_QQQ,r3m_IWM,r6m_IWM,r12m_IWM,r3m_SPY,r6m_SPY,r12m_SPY
CSPI,2024-03,2024-03-15,2024-03-18,186660599,100768.550000,0,100768.550000,0.053985,0.000000,11,1,0,0.001200,0,0,-0.337589,-0.431206,-0.196690,0.108754,0.083468,0.089715,0.001072,0.087048,0.023893,0.066760,0.100981,0.104485
DLTR,2024-03,2024-03-18,2024-03-18,27715050000,127850.000000,127850.000000,0,0.000461,0.000461,1,1,1,0.191388,0,1,-0.146169,-0.434892,-0.489352,0.108754,0.083468,0.089715,0.001072,0.087048,0.023893,0.066760,0.100981,0.104485
HGBL,2024-03,2024-03-20,2024-03-20,100630750,34466.750000,34466.750000,0,0.034251,0.034251,2,2,2,0.052632,1,0,-0.138182,-0.396364,-0.189091,0.084953,0.064039,0.084930,-0.024926,0.070442,0.008924,0.050945,0.082080,0.096997
GLBZ,2024-03,2024-03-22,2024-03-26,15812824,6850.000000,6850.000000,0,0.043319,0.043319,2,1,2,0.700000,1,0,-0.251440,0.122841,0.003839,0.083054,0.098121,0.099285,-0.019781,0.080773,0.013537,0.053524,0.108118,0.109899
FTCI,2024-03,2024-03-26,2024-03-27,65170508,200436.000000,200436.000000,0,0.307556,0.307556,4,1,4,0.174567,0,1,-0.319728,-0.105442,-0.568027,0.081612,0.095422,0.089325,-0.043168,0.044879,-0.012760,0.046051,0.096439,0.097715
RVP,2024-03,2024-03-26,2024-03-27,35325847,29170.084400,0,29170.084400,0.082574,0.000000,8,1,0,0.000357,1,0,-0.075630,-0.390672,-0.380672,0.081612,0.095422,0.089325,-0.043168,0.044879,-0.012760,0.046051,0.096439,0.097715
AAP,2024-03,2024-03-27,2024-03-28,5081488560,859650.346200,859650.346200,0,0.016917,0.016917,4,2,4,0.975401,0,1,-0.260794,-0.523692,-0.533218,0.086412,0.105673,0.062593,-0.036550,0.047076,-0.035916,0.047905,0.101013,0.075824
EPSN,2024-03,2024-03-27,2024-03-28,116129412,191446.500000,191446.500000,0,0.164856,0.164856,2,1,2,0.056970,1,0,0.002012,0.052314,0.366197,0.086412,0.105673,0.062593,-0.036550,0.047076,-0.035916,0.047905,0.101013,0.075824
RKT,2024-03,2024-03-28,2024-04-01,2672522597,52848.370000,52848.370000,0,0.001977,0.001977,13,1,13,0.000549,0,1,-0.051067,0.384146,-0.039634,0.084819,0.100196,0.068852,-0.031536,0.066959,-0.031290,0.047753,0.105753,0.087993
DLTR,2024-04,2024-04-01,2024-04-02,29601198000,244794.420000,244794.420000,0,0.000827,0.000827,1,1,1,0.104366,1,0,-0.205003,-0.477177,-0.424256,0.105724,0.094298,0.086016,-0.010024,0.072119,0.002406,0.061557,0.102846,0.101896
CVV,2024-04,2024-04-02,2024-04-03,39811023,1084161.500000,0,1084161.500000,2.723270,0.000000,2,1,0,0.159029,0,0,-0.340792,-0.432014,-0.473322,0.112446,0.093377,0.025571,-0.016681,0.063735,-0.068018,0.065107,0.102080,0.046423
GLBZ,2024-04,2024-04-04,2024-04-05,15207727,2080.000000,2080.000000,0,0.013677,0.013677,1,1,1,0.181818,1,0,-0.230315,0.082677,0.017717,0.128211,0.109646,-0.032237,-0.014788,0.078550,-0.111735,0.073293,0.112179,-0.014718
ANGO,2024-04,2024-04-08,2024-04-08,267222470,67000.000000,67000.000000,0,0.025073,0.025073,1,1,1,0.018901,1,0,-0.166415,-0.077156,0.361573,0.130588,0.097464,-0.049915,-0.013262,0.064264,-0.139795,0.073926,0.101524,-0.030687
GME,2024-04,2024-04-08,2024-04-09,3312897000,112237.950000,112237.950000,0,0.003388,0.003388,4,1,4,0.087660,0,1,1.234332,0.881017,1.306994,0.127383,0.109761,0.060190,-0.021403,0.060833,-0.070368,0.073721,0.110641,0.069865
BRTX,2024-04,2024-04-09,2024-04-10,10395518,10229.320000,10229.320000,0,0.098401,0.098401,3,1,3,0.044248,0,0,0.376923,0.261538,0.338462,0.149167,0.128319,0.024034,0.014945,0.092017,-0.085233,0.095322,0.129659,0.033339
ATOS,2024-04,2024-04-10,2024-04-11,220031253,44250.000000,44250.000000,0,0.020111,0.020111,1,1,1,,0,1,-0.276836,-0.214689,-0.635028,0.106281,0.109326,0.026496,0.044381,0.078630,-0.078174,0.077736,0.119231,0.043894
PTN,2024-04,2024-04-11,2024-04-11,1469709600,12703.200000,12703.200000,0,0.000864,0.000864,1,1,1,0.172191,0,1,-0.120000,-0.560000,-0.915000,0.106281,0.109326,0.026496,0.044381,0.078630,-0.078174,0.077736,0.119231,0.043894
RVP,2024-04,2024-04-26,2024-04-29,32332131,76417.351400,0,76417.351400,0.236351,0.000000,8,1,0,0.002132,1,0,0.064815,-0.314815,-0.326852,0.073669,0.148179,0.105545,0.111937,0.119420,-0.008098,0.071476,0.145912,0.100610
ATNI,2024-04,2024-04-29,2024-04-30,301571580,198800.000000,198800.000000,0,0.065921,0.065921,1,1,1,0.019492,0,1,0.509368,0.683255,-0.031616,0.079305,0.181517,0.126669,0.139262,0.138896,0.006069,0.083204,0.166244,0.118760
ASRV,2024-04,2024-04-30,2024-05-01,41212600,7200.000000,7200.000000,0,0.017470,0.017470,1,1,1,0.022028,1,0,0.040909,0.136364,0.040909,0.119331,0.181109,0.149703,0.143461,0.135004,0.010232,0.104388,0.166496,0.130352
AUBN,2024-04,2024-04-30,2024-05-01,64673940,182877.113200,182877.113200,0,0.282768,0.282768,12,5,12,2.405292,1,0,0.043050,0.232472,0.168512,0.119331,0.181109,0.149703,0.143461,0.135004,0.010232,0.104388,0.166496,0.130352
RKT,2024-04,2024-04-30,2024-05-01,2299305119,72690.020000,72690.020000,0,0.003161,0.003161,18,1,18,0.000550,0,1,0.309402,0.321368,0.092308,0.119331,0.181109,0.149703,0.143461,0.135004,0.010232,0.104388,0.166496,0.130352
ED,2024-04,2024-04-30,2024-05-06,32652960000,14588.104000,14588.104000,0,0.000045,0.000045,7,7,7,0.237008,1,0,0.056548,0.048745,0.189211,-0.009517,0.107241,0.100161,-0.008569,0.082836,-0.026810,0.004791,0.110018,0.095525
ED,2024-03,2024-03-31,2024-05-06,31374855000,40726.324590,40726.324590,0,0.000130,0.000130,9,8,9,0.335774,1,0,0.056548,0.048745,0.189211,-0.009517,0.107241,0.100161,-0.008569,0.082836,-0.026810,0.004791,0.110018,0.095525
MAC,2024-05,2024-05-10,2024-05-10,3303230400,2359150.325000,2359150.325000,0,0.071419,0.071419,5,5,5,4.590164,1,0,-0.007123,0.306268,0.126068,0.020490,0.166510,0.155819,0.013343,0.172711,0.029095,0.026618,0.155727,0.133565
CABO,2024-05,2024-05-21,2024-05-22,2044153104,369980.000000,369980.000000,0,0.018099,0.018099,1,1,1,0.280505,0,1,-0.000941,0.165569,-0.565663,0.060475,0.107447,0.134808,0.045840,0.124771,-0.005110,0.061521,0.121530,0.114533
EPSN,2024-05,2024-05-23,2024-05-23,115746850,139312.760000,139312.760000,0,0.120360,0.120360,3,1,3,0.040022,1,0,0.046122,0.169811,0.421384,0.048366,0.116453,0.129370,0.053919,0.160950,0.008322,0.060939,0.135859,0.115064
FOUR,2024-05,2024-05-23,2024-05-23,5576054710,8270572.849700,0,8270572.849700,0.148323,0.000000,2,1,0,0.172900,1,0,0.235248,0.705901,0.390727,0.048366,0.116453,0.129370,0.053919,0.160950,0.008322,0.060939,0.135859,0.115064
INFU,2024-05,2024-05-23,2024-05-23,147389695,123161.330000,123161.330000,0,0.083562,0.083562,6,6,6,2.000000,1,0,-0.111272,0.335260,-0.218208,0.048366,0.116453,0.129370,0.053919,0.160950,0.008322,0.060939,0.135859,0.115064
INVE,2024-05,2024-05-23,2024-05-23,97120259,307822.020000,307822.020000,0,0.316949,0.316949,5,3,5,0.103951,1,0,-0.154589,-0.045894,-0.202899,0.048366,0.116453,0.129370,0.053919,0.160950,0.008322,0.060939,0.135859,0.115064
ONDS,2024-05,2024-05-23,2024-05-23,47791803,78232.136600,0,78232.136600,0.163694,0.000000,2,1,0,0.054583,0,1,0.236389,0.126806,0.287222,0.048366,0.116453,0.129370,0.053919,0.160950,0.008322,0.060939,0.135859,0.115064
LAB,2024-05,2024-05-23,2024-05-28,971783910,5257338.671200,0,5257338.671200,0.540999,0.000000,7,1,0,0.011358,0,1,-0.138340,-0.324111,-0.569170,0.038793,0.111273,0.135733,0.069138,0.180138,0.013188,0.063346,0.140841,0.123435
SOFI,2024-05,2024-05-24,2024-05-28,7325456238,598232.194000,598232.194000,0,0.008166,0.008166,3,1,3,0.003597,1,0,0.127721,1.248186,0.933237,0.038793,0.111273,0.135733,0.069138,0.180138,0.013188,0.063346,0.140841,0.123435
TRST,2024-05,2024-05-24,2024-05-28,535659520,11204.000000,11204.000000,0,0.002092,0.002092,1,1,1,,0,1,0.232613,0.379961,0.160314,0.038793,0.111273,0.135733,0.069138,0.180138,0.013188,0.063346,0.140841,0.123435
AUBN,2024-05,2024-05-29,2024-05-29,64708880,1883.500000,1883.500000,0,0.002911,0.002911,1,1,1,,1,0,0.012019,0.309495,0.162260,0.034324,0.110357,0.146056,0.077832,0.199473,0.031488,0.064612,0.145406,0.135822
GLBZ,2024-05,2024-05-28,2024-05-30,12721293,4400.000000,4400.000000,0,0.034588,0.034588,2,1,2,0.192308,1,0,0.262019,0.442308,0.189904,0.043975,0.132240,0.156648,0.075289,0.192717,0.016524,0.071823,0.160231,0.142133
RVP,2024-05,2024-05-29,2024-05-30,27691872,132231.681800,0,132231.681800,0.477511,0.000000,9,1,0,0.003385,1,0,-0.041501,-0.367799,-0.337208,0.043975,0.132240,0.156648,0.075289,0.192717,0.016524,0.071823,0.160231,0.142133
RKT,2024-05,2024-05-31,2024-05-31,2602633645,49321.840000,49321.840000,0,0.001895,0.001895,15,1,15,0.000459,0,1,0.413688,0.045627,-0.047909,0.058406,0.134350,0.167943,0.072467,0.182737,0.011156,0.072284,0.149748,0.138200
AAP,2024-06,2024-06-03,2024-06-04,4020456860,30150,30150,0,0.000750,0.000750,1,1,1,0.029528,0,0,-0.326790,-0.339019,-0.188254,0.017998,0.140951,0.170843,0.059268,0.195819,0.043893,0.048200,0.150121,0.142171
CSPI,2024-05,2024-05-31,2024-06-04,134736900,207076.280000,0,207076.280000,0.153689,0.000000,61,1,0,0.000522,0,0,-0.047380,0.213927,-0.024408,0.017998,0.140951,0.170843,0.059268,0.195819,0.043893,0.048200,0.150121,0.142171
TRST,2024-06,2024-06-04,2024-06-06,518729940,14992.710000,14992.710000,0,0.002890,0.002890,1,1,1,0.015755,0,0,0.230130,0.350732,0.202056,-0.003451,0.129478,0.150598,0.043846,0.176642,0.052756,0.031251,0.141790,0.134856
BDCO,2024-06,2024-06-06,2024-06-07,64015242,759.200000,0,759.200000,0.001186,0.000000,2,1,0,0.000025,1,0,-0.074074,-0.344907,-0.659722,-0.029293,0.140587,0.153310,0.036165,0.194886,0.072586,0.015154,0.145368,0.137272
BMEA,2024-06,2024-06-11,2024-06-12,159672975,55361.081300,55361.081300,0,0.034672,0.034672,1,1,1,0.417092,1,0,0.632829,0.326134,-0.436285,-0.010075,0.120963,0.132383,0.025485,0.171123,0.053529,0.027412,0.129166,0.129432
ONDS,2024-06,2024-06-11,2024-06-12,57350164,99770.595700,32750.595700,67020.000000,0.173967,0.057106,3,2,2,0.031414,1,0,0.024060,0.214575,0.978022,-0.010075,0.120963,0.132383,0.025485,0.171123,0.053529,0.027412,0.129166,0.129432
FOUR,2024-06,2024-06-14,2024-06-14,6068725169,4064550.602200,0,4064550.602200,0.066975,0.000000,3,1,0,0.047702,1,0,0.189329,0.460843,0.312106,-0.006442,0.110461,0.121803,0.091082,0.176867,0.072773,0.038768,0.120182,0.124496
GLBZ,2024-06,2024-06-12,2024-06-14,11275691,4053.750000,4053.750000,0,0.035951,0.035951,2,1,2,0.161290,1,0,0.493506,0.545455,0.194805,-0.006442,0.110461,0.121803,0.091082,0.176867,0.072773,0.038768,0.120182,0.124496
SOFI,2024-06,2024-06-14,2024-06-14,6838503945,199109.987500,199109.987500,0,0.002912,0.002912,1,1,1,0.003796,1,0,0.198142,1.515480,1.306502,-0.006442,0.110461,0.121803,0.091082,0.176867,0.072773,0.038768,0.120182,0.124496
ECOR,2024-06,2024-06-13,2024-06-17,44671640,573388.820000,573388.820000,0,1.283563,1.283563,7,6,7,0.182436,1,0,-0.011164,1.277512,-0.189793,-0.022806,0.112817,0.097419,0.085883,0.173858,0.052632,0.032079,0.116079,0.106074
ED,2024-06,2024-06-14,2024-06-18,31431933000,96.318090,96.318090,0,0.000000,0.000000,1,1,1,0.000902,0,0,0.166011,0.022063,0.153250,-0.022611,0.107567,0.096888,0.092964,0.158436,0.056359,0.029883,0.108671,0.103110
FLNT,2024-06,2024-06-14,2024-06-18,53285050,10245.900000,0,10245.900000,0.019228,0.000000,1,1,0,0.029992,0,0,-0.216374,-0.187135,-0.447368,-0.022611,0.107567,0.096888,0.092964,0.158436,0.056359,0.029883,0.108671,0.103110
FTCI,2024-06,2024-06-14,2024-06-18,59174330,99107.340000,99107.340000,0,0.167484,0.167484,2,1,2,0.118585,0,1,0.175589,-0.295503,-0.126338,-0.022611,0.107567,0.096888,0.092964,0.158436,0.056359,0.029883,0.108671,0.103110
RVP,2024-06,2024-06-24,2024-06-25,33828989,24436.900000,0,24436.900000,0.072237,0.000000,4,1,0,0.000603,1,0,-0.311927,-0.415596,-0.396606,0.013912,0.108851,0.135242,0.102584,0.121031,0.069052,0.051820,0.110779,0.128215
CSPI,2024-06,2024-06-27,2024-06-27,135465700,234004.180000,0,234004.180000,0.172741,0.000000,50,1,0,0.000738,0,0,-0.141776,0.112870,-0.236063,0.017729,0.102954,0.144434,0.086798,0.124077,0.078705,0.050680,0.107712,0.139469
RKT,2024-06,2024-06-28,2024-06-28,2565185678,71282.500000,71282.500000,0,0.002779,0.002779,18,1,18,0.000450,0,1,0.381944,-0.189815,0.094136,0.017357,0.093958,0.157861,0.089718,0.103169,0.075815,0.053288,0.100369,0.149424
PBF,2024-06,2024-06-28,2024-07-01,5386326131,152097597.940000,0,152097597.940000,2.823773,0.000000,18,1,0,0.038951,0,0,-0.329844,-0.441033,-0.501047,0.014174,0.073113,0.141404,0.101702,0.103937,0.096063,0.055356,0.085597,0.146716
AIG,2024-06,2024-06-28,2024-07-02,49079541870,517.603504,517.603504,0,0.000001,0.000001,1,1,1,0.010488,0,1,-0.029285,-0.022901,0.116586,-0.010333,0.052974,0.137427,0.082975,0.101504,0.107427,0.038895,0.074396,0.144205
AUBN,2024-07,2024-07-08,2024-07-08,64639000,5140.427600,5140.427600,0,0.007953,0.007953,8,4,8,0.014749,0,0,0.202254,0.257414,0.366548,-0.029298,0.057864,0.116825,0.078567,0.117068,0.106356,0.025699,0.079106,0.131093
GME,2024-07,2024-07-08,2024-07-09,9447480000,102879.000000,102879.000000,0,0.001089,0.001089,1,1,1,0.063606,0,1,-0.158130,0.356504,-0.057317,-0.015631,0.038103,0.123790,0.084035,0.112961,0.123211,0.034385,0.065860,0.136766
USB,2024-07,2024-07-18,2024-07-18,69324010000,449900.000000,449900.000000,0,0.000649,0.000649,1,1,1,,0,1,0.137543,0.104748,0.075379,0.025963,0.073274,0.177126,0.041032,0.036624,0.031841,0.056957,0.077443,0.149718
RVP,2024-07,2024-07-29,2024-07-30,34427732,48518.157000,0,48518.157000,0.140928,0.000000,7,1,0,0.000606,1,0,-0.349027,-0.291947,-0.345133,0.094702,0.143930,0.248482,-0.000321,0.025348,0.006888,0.076662,0.122538,0.185166
CSPI,2024-07,2024-07-30,2024-08-01,135446850,65643.020000,0,65643.020000,0.048464,0.000000,12,1,0,0.000730,0,0,-0.172203,0.164746,-0.323390,0.054100,0.141328,0.211761,0.008872,0.061960,0.003728,0.050409,0.121404,0.159201
AMRN,2024-08,2024-08-02,2024-08-05,263136000,102400.000000,102400.000000,0,0.038915,0.038915,1,1,1,0.247916,1,0,-0.075688,-0.152905,0.156728,0.117881,0.193636,0.294133,0.092196,0.114082,0.104782,0.104725,0.162835,0.228859
CROX,2024-08,2024-08-02,2024-08-05,7280962260,247420.168000,247420.168000,0,0.003398,0.003398,1,1,1,0.393844,0,1,-0.121933,-0.200826,-0.157373,0.117881,0.193636,0.294133,0.092196,0.114082,0.104782,0.104725,0.162835,0.228859
BLCO,2024-08,2024-08-05,2024-08-07,5419260000,505067.250000,505067.250000,0,0.009320,0.009320,1,1,1,0.057291,1,0,0.296926,0.160889,-0.097449,0.164478,0.215423,0.316638,0.178524,0.143052,0.100951,0.143052,0.172479,0.234196
CLAR,2024-08,2024-08-06,2024-08-08,171816960,129320.000000,129320.000000,0,0.075266,0.075266,1,1,1,0.064350,0,1,0.069544,0.086331,-0.206235,0.147712,0.185508,0.289493,0.146470,0.112286,0.077162,0.125873,0.149967,0.215710
ARCB,2024-08,2024-08-12,2024-08-12,2434767868,103930.000000,103930.000000,0,0.004269,0.004269,1,1,1,0.377358,0,1,0.184211,-0.098684,-0.293892,0.139982,0.176047,0.292299,0.185374,0.116689,0.121285,0.126253,0.141552,0.220198
ASRV,2024-08,2024-08-13,2024-08-14,37828510,12227.500000,12227.500000,0,0.032324,0.032324,3,1,3,0.021546,1,0,0.197183,0.122066,0.333333,0.108551,0.145128,0.260231,0.141480,0.088913,0.117001,0.101642,0.116778,0.200892
AGM,2024-08,2024-08-15,2024-08-19,1983100260,12391.436000,12391.436000,0,0.000625,0.000625,2,1,2,0.012835,0,1,0.110498,0.078675,0.071502,0.040417,0.124108,0.189531,0.067439,0.062595,0.063260,0.054237,0.099749,0.157554
CSPI,2024-08,2024-08-15,2024-08-19,119667520,54622.620000,0,54622.620000,0.045645,0.000000,11,1,0,0.000436,0,0,-0.148805,0.253925,-0.246416,0.040417,0.124108,0.189531,0.067439,0.062595,0.063260,0.054237,0.099749,0.157554
ECOR,2024-08,2024-08-15,2024-08-19,48477070,30595.000000,30595.000000,0,0.063112,0.063112,1,1,1,0.021851,0,1,0.569106,1.925203,-0.191870,0.040417,0.124108,0.189531,0.067439,0.062595,0.063260,0.054237,0.099749,0.157554
CRWS,2024-08,2024-08-19,2024-08-20,47731940,87404.310000,87404.310000,0,0.183115,0.183115,2,2,2,0.146412,0,1,-0.007895,-0.044737,-0.292105,0.049781,0.126473,0.184965,0.088083,0.075156,0.071985,0.059804,0.101543,0.156363
EPSN,2024-08,2024-08-16,2024-08-21,118083032,48253.920000,48253.920000,0,0.040864,0.040864,1,1,1,0.023603,1,0,0.117647,0.229209,0.113590,0.044293,0.121550,0.173990,0.075471,0.057682,0.060860,0.056531,0.100354,0.147774
ATEC,2024-08,2024-08-23,2024-08-26,823644080,1152948.480000,1002950.000000,149998.480000,0.139981,0.121770,6,4,4,2.333333,0,1,0.619529,0.811448,1.702020,0.067217,0.096956,0.211407,0.103389,-0.012796,0.074969,0.068800,0.071812,0.164799
FTCI,2024-08,2024-08-26,2024-08-27,31462931,422357.290000,422357.290000,0,1.342397,1.342397,11,2,11,0.462790,0,1,0.384615,0.234615,1.484615,0.069772,0.079925,0.209656,0.103822,-0.008878,0.091066,0.072879,0.065004,0.165828
BILL,2024-08,2024-08-28,2024-08-28,5527702320,3755252.679300,3755252.679300,0,0.067935,0.067935,8,3,8,2.092269,1,0,0.716115,0.032499,-0.059453,0.073510,0.094947,0.231205,0.112857,-0.000894,0.099779,0.075891,0.071783,0.176791
PBF,2024-08,2024-08-27,2024-08-28,3765548480,30733102.200000,0,30733102.200000,0.816165,0.000000,7,1,0,0.017274,0,0,-0.028647,-0.323345,-0.145538,0.073510,0.094947,0.231205,0.112857,-0.000894,0.099779,0.075891,0.071783,0.176791
RVP,2024-08,2024-08-27,2024-08-28,28443294,59950.938400,0,59950.938400,0.210774,0.000000,7,1,0,0.001101,1,0,-0.340836,-0.142765,-0.099571,0.073510,0.094947,0.231205,0.112857,-0.000894,0.099779,0.075891,0.071783,0.176791
LAB,2024-08,2024-08-27,2024-08-29,809952840,12585504.208000,0,12585504.208000,1.553856,0.000000,15,1,0,0.023727,0,1,-0.115385,-0.495192,-0.394231,0.084546,0.066126,0.218751,0.109206,-0.023121,0.087113,0.082484,0.054580,0.169680
BDCO,2024-08,2024-08-29,2024-08-30,59687872,30250.000000,0,30250.000000,0.050680,0.000000,2,1,0,0.001249,1,0,-0.220000,-0.555000,-0.642500,0.071753,0.070183,0.194276,0.102819,-0.018390,0.075048,0.072242,0.060910,0.150023
AUBN,2024-08,2024-08-30,2024-09-03,64953460,42526.150000,42526.150000,0,0.065472,0.065472,5,4,5,1.000000,1,0,0.263379,0.179796,0.574865,0.120780,0.076275,0.241363,0.128910,-0.026251,0.107832,0.097234,0.051621,0.180542
APEI,2024-08,2024-08-30,2024-09-04,295592880,13791196.417400,0,13791196.417400,4.665605,0.000000,29,1,0,0.196773,0,1,0.359587,0.309232,1.047773,0.137592,0.093169,0.255857,0.134837,-0.014971,0.123560,0.106315,0.065105,0.192862
HEI,2024-09,2024-09-03,2024-09-05,34350389700,119825.210000,119825.210000,0,0.000349,0.000349,1,1,1,0.378486,0,1,0.068233,0.045529,0.277943,0.133389,0.062114,0.256520,0.127218,-0.025174,0.134838,0.107189,0.048761,0.192308
DLTR,2024-09,2024-09-06,2024-09-09,14297500000,150194.000000,150194.000000,0,0.001050,0.001050,1,1,1,0.288600,0,1,0.061999,0.000297,0.428360,0.151062,0.043335,0.284558,0.144230,-0.030787,0.149181,0.110027,0.032541,0.205010
FTCI,2024-09,2024-09-06,2024-09-09,26112959,75280.000000,75280.000000,0,0.288286,0.288286,2,1,2,0.138934,0,1,0.582160,0.286385,2.070423,0.151062,0.043335,0.284558,0.144230,-0.030787,0.149181,0.110027,0.032541,0.205010
ASTS,2024-09,2024-09-06,2024-09-10,5535019473,129884.180000,129884.180000,0,0.002347,0.002347,5,1,5,0.002199,0,1,-0.067024,0.097664,0.439295,0.136635,0.031306,0.273204,0.140173,-0.030125,0.148023,0.101791,0.019530,0.203264
CRWS,2024-09,2024-09-09,2024-09-10,48767340,56477.100000,56477.100000,0,0.115809,0.115809,1,1,1,0.174249,0,1,-0.023316,-0.137306,-0.305699,0.136635,0.031306,0.273204,0.140173,-0.030125,0.148023,0.101791,0.019530,0.203264
PR,2024-09,2024-09-11,2024-09-12,9045743680,3994820.914400,3994820.914400,0,0.044162,0.044162,2,1,2,0.249716,0,1,0.132953,-0.007341,0.074225,0.114131,-0.007345,0.246690,0.112823,-0.057860,0.139242,0.084243,-0.007342,0.190512
CLAR,2024-09,2024-09-11,2024-09-13,163763039,1239282.800000,0,1239282.800000,0.756754,0.000000,4,1,0,0.052008,0,0,0.125296,-0.096927,-0.122931,0.117661,0.012117,0.251754,0.078624,-0.058261,0.116568,0.078376,0.007869,0.190612
AGL,2024-09,2024-09-12,2024-09-16,1362366210,67188.000000,67188.000000,0,0.004932,0.004932,1,1,1,0.420256,1,0,-0.332317,0.280488,-0.658537,0.138788,0.023210,0.256245,0.081016,-0.049831,0.110699,0.081389,0.014150,0.187222
MERC,2024-09,2024-09-16,2024-09-17,426291458,316989.000000,316989.000000,0,0.074360,0.074360,7,5,7,2.383099,1,0,0.019704,0.016420,-0.499179,0.133190,0.005250,0.253084,0.059903,-0.065819,0.104435,0.076502,0.002782,0.185274
ED,2024-09,2024-09-16,2024-09-18,36299070000,97.189750,97.189750,0,0.000000,0.000000,1,1,1,0.000770,0,0,-0.133168,0.057899,-0.035773,0.097029,0.023105,0.269869,0.012807,-0.051462,0.131706,0.047518,0.016721,0.194358
EPSN,2024-09,2024-09-18,2024-09-19,110181565,626200.000000,626200.000000,0,0.568335,0.568335,2,2,2,0.186709,1,0,0.104384,0.402923,0.045929,0.065224,-0.005498,0.246953,-0.012047,-0.076481,0.100484,0.029635,-0.003227,0.180143
ARQ,2024-09,2024-09-23,2024-09-24,187122320,131250.000000,131250.000000,0,0.070141,0.070141,1,1,1,0.058714,1,0,0.371094,-0.113281,0.404297,0.093636,0.019833,0.234777,0.016731,-0.052551,0.108292,0.056055,0.013701,0.171255
INFU,2024-09,2024-09-23,2024-09-25,127104356,23560.000000,23560.000000,0,0.018536,0.018536,1,1,1,,0,1,0.369128,0.013423,0.691275,0.091866,0.000125,0.228306,0.039770,-0.050671,0.111215,0.058471,0.003831,0.168430
CDXS,2024-09,2024-09-25,2024-09-26,209613120,3750172.800000,0,3750172.800000,1.789093,0.000000,7,1,0,0.219512,0,0,0.603226,-0.058065,-0.206452,0.083740,-0.012967,0.224174,0.034301,-0.060132,0.114819,0.054281,-0.002800,0.170474
RVP,2024-09,2024-09-25,2024-09-26,21707433,118458.552800,0,118458.552800,0.545705,0.000000,8,1,0,0.004868,1,0,-0.115673,0.022191,0.159501,0.083740,-0.012967,0.224174,0.034301,-0.060132,0.114819,0.054281,-0.002800,0.170474
GCTS,2024-09,2024-09-26,2024-09-27,146064000,2239641.060000,0,2239641.060000,1.533329,0.000000,1,1,0,0.101926,0,0,-0.272446,-0.448916,-0.529412,0.075293,-0.033604,0.236701,0.012343,-0.085475,0.108589,0.044699,-0.021448,0.175492
BLNK,2024-09,2024-09-26,2024-09-30,170882660,34000.000000,34000.000000,0,0.019897,0.019897,1,1,1,0.128437,0,1,-0.151163,-0.466453,-0.046512,0.058116,-0.036263,0.236722,0.002029,-0.092175,0.107345,0.028654,-0.018818,0.175198
AUBN,2024-10,2024-10-01,2024-10-01,77846320,5209.711900,5209.711900,0,0.006692,0.006692,8,4,8,0.011486,0,0,0.066602,0.010695,0.306271,0.063969,-0.014760,0.260216,0.017109,-0.079562,0.125047,0.034172,-0.007161,0.189867
BMEA,2024-09,2024-09-30,2024-10-01,366276510,100600.000000,100600.000000,0,0.027466,0.027466,1,1,1,2.000000,0,1,-0.591579,-0.790526,-0.780000,0.063969,-0.014760,0.260216,0.017109,-0.079562,0.125047,0.034172,-0.007161,0.189867
AIG,2024-09,2024-09-30,2024-10-02,45471436200,520.328588,520.328588,0,0.000001,0.000001,1,1,1,0.010739,0,1,0.012773,0.223307,0.122991,0.060383,-0.008961,0.263620,0.019332,-0.063755,0.133689,0.031216,-0.001274,0.190739
PBF,2024-09,2024-09-30,2024-10-02,3531023600,156196004.700000,0,156196004.700000,4.423533,0.000000,13,1,0,0.040611,0,0,-0.134251,-0.359725,0.010671,0.060383,-0.008961,0.263620,0.019332,-0.063755,0.133689,0.031216,-0.001274,0.190739
ANGO,2024-10,2024-10-10,2024-10-10,251261080,135847.120000,135847.120000,0,0.054066,0.054066,4,3,4,0.030231,1,0,1.003257,0.504886,0.791531,0.031301,-0.091403,0.203187,0.002912,-0.157633,0.108549,0.010965,-0.083661,0.147253
BDCO,2024-10,2024-10-15,2024-10-16,58941773,60000.000000,0,60000.000000,0.101795,0.000000,3,1,0,0.001247,1,0,-0.075949,-0.513924,-0.635443,0.054245,-0.092374,0.228798,-0.008939,-0.179956,0.092583,0.021434,-0.091503,0.148340
HEI,2024-10,2024-10-18,2024-10-21,36173702950,1907886.835200,1907886.835200,0,0.005274,0.005274,10,10,10,1.624161,1,0,-0.080018,-0.090874,0.207986,0.061022,-0.123063,0.240728,0.037696,-0.172934,0.124186,0.036755,-0.113886,0.164192
CDXS,2024-10,2024-10-25,2024-10-28,236583000,72720.000000,0,72720.000000,0.030738,0.000000,1,1,0,0.002934,0,0,0.484277,-0.267296,-0.185535,0.039658,-0.043446,0.284489,0.021199,-0.119134,0.131313,0.035404,-0.045542,0.197298
