symbol,month,txdate,entry_date,mcap,value,value_od,value_10,pct_cap,pct_cap_od,n_tx,n_insiders,n_od,stake_inc,ceo_cfo,director_only,r3m,r6m,r12m,r3m_QQQ,r6m_QQQ,r12m_QQQ,r3m_IWM,r6m_IWM,r12m_IWM,r3m_SPY,r6m_SPY,r12m_SPY
AAP,2024-10,2024-10-25,2024-10-29,2194957820,2545.310460,2545.310460,0,0.000116,0.000116,1,1,1,0.005869,0,1,0.367400,-0.058483,0.572380,0.044969,-0.046301,0.277987,0.025678,-0.111024,0.125356,0.042610,-0.041083,0.195927
CROX,2024-10,2024-10-30,2024-10-30,6280035000,252221.760000,252221.760000,0,0.004016,0.004016,1,1,1,0.317101,0,1,-0.038807,-0.115413,-0.242752,0.050964,-0.039153,0.268052,0.024654,-0.115450,0.117750,0.041085,-0.037812,0.186367
PBF,2024-10,2024-10-31,2024-11-01,3253789760,76861392.410000,0,76861392.410000,2.362211,0.000000,8,1,0,0.042621,0,0,0.051645,-0.361897,0.308340,0.073264,0.006004,0.303778,0.037351,-0.079678,0.133076,0.057457,-0.001162,0.211223
RVP,2024-10,2024-10-30,2024-11-01,21375131,39285.188000,0,39285.188000,0.183789,0.000000,6,1,0,0.001431,1,0,0.150380,0.041960,0.240496,0.073264,0.006004,0.303778,0.037351,-0.079678,0.133076,0.057457,-0.001162,0.211223
BMY,2024-11,2024-11-01,2024-11-05,110216711277,100055.250000,100055.250000,0,0.000091,0.000091,1,1,1,0.030359,0,0,0.068270,-0.131109,-0.128200,0.067263,-0.018902,0.273130,0.015035,-0.117874,0.103066,0.047001,-0.024845,0.189205
ASRV,2024-11,2024-11-07,2024-11-08,44601300,8550.000000,8550.000000,0,0.019170,0.019170,1,1,1,0.020799,1,0,-0.052045,-0.144981,0.111524,0.018724,-0.047947,0.218735,-0.048037,-0.152237,0.036017,0.007711,-0.050550,0.153033
HASI,2024-11,2024-11-11,2024-11-12,3461196204,100485.000000,100485.000000,0,0.002903,0.002903,1,1,1,0.065677,1,0,0.059665,0.049448,0.338374,0.031064,0.008361,0.217450,-0.046710,-0.116840,0.037188,0.017508,-0.010566,0.158816
ARDX,2024-11,2024-11-13,2024-11-14,1068167943,996597.795600,996597.795600,0,0.093300,0.093300,1,1,1,0.178463,0,1,0.201699,-0.282378,0.244161,0.055205,0.023943,0.203384,-0.022132,-0.097971,0.035043,0.031062,0.001496,0.146214
CLAR,2024-11,2024-11-13,2024-11-14,168352800,442500.000000,442500.000000,0,0.262841,0.262841,2,1,2,0.109096,0,1,0.168317,-0.247525,-0.188119,0.055205,0.023943,0.203384,-0.022132,-0.097971,0.035043,0.031062,0.001496,0.146214
CROX,2024-11,2024-11-13,2024-11-14,5701580400,99702.200000,99702.200000,0,0.001749,0.001749,1,1,1,0.046185,1,0,0.102043,0.174344,-0.265071,0.055205,0.023943,0.203384,-0.022132,-0.097971,0.035043,0.031062,0.001496,0.146214
AWRE,2024-11,2024-11-15,2024-11-19,30467520,4987.030000,4987.030000,0,0.016368,0.016368,1,1,1,0.120461,1,0,0.158273,0.187050,0.553957,0.073055,0.036598,0.197920,-0.011880,-0.088681,0.023186,0.039383,0.010736,0.136199
BDSX,2024-11,2024-11-21,2024-11-22,175923600,821545.687200,190491.500000,631054.187200,0.466990,0.108281,10,5,4,0.729005,0,1,-0.310937,-0.732422,-0.713281,0.041796,0.009955,0.202913,-0.085104,-0.147214,0.015698,0.010831,-0.021336,0.136617
AIG,2024-11,2024-11-26,2024-11-26,47377722000,50001.600000,50001.600000,0,0.000106,0.000106,1,1,1,0.980592,0,1,0.041428,0.101254,0.018125,0.009490,0.026548,0.212585,-0.102100,-0.132281,0.038986,-0.007340,-0.009515,0.145355
BDCO,2024-11,2024-11-26,2024-11-26,47302638,81780.000000,0,81780.000000,0.172887,0.000000,9,1,0,0.001242,1,0,-0.432177,-0.438486,-0.539432,0.009490,0.026548,0.212585,-0.102100,-0.132281,0.038986,-0.007340,-0.009515,0.145355
AUBN,2024-11,2024-11-27,2024-11-27,82458400,4700.000000,4700.000000,0,0.005700,0.005700,2,2,2,0.500000,1,0,-0.074805,-0.112437,0.071134,0.019970,0.030134,0.232127,-0.102215,-0.142628,0.043625,-0.003817,-0.012270,0.155101
AAP,2024-11,2024-11-26,2024-11-29,2619133120,147599.750000,147599.750000,0,0.005635,0.005635,3,2,3,0.442824,0,0,-0.102686,0.174743,0.306804,-0.001465,0.021558,0.217297,-0.109909,-0.147724,0.026572,-0.010569,-0.015599,0.142710
GLBZ,2024-11,2024-11-27,2024-12-02,17549271,21830.000000,21830.000000,0,0.124393,0.124393,1,1,1,0.893504,1,0,-0.156729,-0.148211,-0.296422,-0.033839,0.018525,0.213606,-0.133811,-0.144639,0.025195,-0.029638,-0.011801,0.142794
PBF,2024-11,2024-11-29,2024-12-02,3592631120,49287844.300000,0,49287844.300000,1.371915,0.000000,12,1,0,0.015171,0,0,-0.375854,-0.420111,0.103807,-0.033839,0.018525,0.213606,-0.133811,-0.144639,0.025195,-0.029638,-0.011801,0.142794
RVP,2024-11,2024-11-26,2024-12-02,18381415,38950.974900,0,38950.974900,0.211904,0.000000,5,1,0,0.001354,1,0,0.272293,0.035111,0.309713,-0.033839,0.018525,0.213606,-0.133811,-0.144639,0.025195,-0.029638,-0.011801,0.142794
AWRE,2024-12,2024-12-02,2024-12-03,33429640,4025.000000,4025.000000,0,0.012040,0.012040,1,1,1,0.064509,1,0,-0.050955,0.057325,0.414013,-0.039709,0.023349,0.212854,-0.137444,-0.124586,0.051345,-0.041571,-0.006641,0.146208
FLNT,2024-12,2024-12-05,2024-12-06,47901330,52379.953700,0,52379.953700,0.109350,0.000000,2,1,0,0.004713,0,0,-0.028986,-0.297101,-0.242754,-0.064379,0.009660,0.192161,-0.135476,-0.108492,0.061429,-0.049280,-0.007959,0.138420
AGL,2024-11,2024-11-25,2024-12-11,931219440,28473.750000,28473.750000,0,0.003058,0.003058,1,1,1,0.322007,0,1,0.979899,0.150754,-0.637990,-0.098560,0.007826,0.186895,-0.151688,-0.096813,0.096085,-0.076893,-0.003713,0.148310
CBZ,2024-12,2024-12-09,2024-12-11,4607036570,77556.000000,77556.000000,0,0.001683,0.001683,1,1,1,0.513084,0,1,-0.118485,-0.117202,-0.310013,-0.098560,0.007826,0.186895,-0.151688,-0.096813,0.096085,-0.076893,-0.003713,0.148310
AGL,2024-12,2024-12-13,2024-12-13,922978560,219988.109600,219988.109600,0,0.023835,0.023835,4,4,4,0.610048,0,1,0.808036,-0.040179,-0.703929,-0.094433,-0.003652,0.157008,-0.126906,-0.099069,0.092689,-0.065383,-0.005608,0.140360
FTCI,2024-12,2024-12-13,2024-12-16,38616891,159295.000000,159295.000000,0,0.412501,0.412501,5,1,5,0.047633,1,0,-0.179641,0.383234,1.865269,-0.101492,-0.004125,0.142854,-0.121041,-0.093757,0.081201,-0.062178,-0.000420,0.132396
SOFI,2024-12,2024-12-16,2024-12-16,18363127440,500000.895400,500000.895400,0,0.002723,0.002723,1,1,1,1.973545,0,0,-0.270142,-0.117299,0.574645,-0.101492,-0.004125,0.142854,-0.121041,-0.093757,0.081201,-0.062178,-0.000420,0.132396
ED,2024-12,2024-12-16,2024-12-17,31575960000,97.949640,97.949640,0,0.000000,0.000000,1,1,1,0.000868,0,0,0.197433,0.135239,0.141190,-0.112902,-0.009473,0.126631,-0.118617,-0.092907,0.082052,-0.068482,-0.004864,0.124567
BDCO,2024-12,2024-12-17,2024-12-19,38647897,33585.000000,0,33585.000000,0.086900,0.000000,7,1,0,0.000617,1,0,-0.314079,-0.277978,-0.530686,-0.066392,0.027809,0.206574,-0.065219,-0.043649,0.153533,-0.031917,0.023437,0.178806
ARDX,2024-12,2024-12-19,2024-12-23,1113268367,996580.260000,996580.260000,0,0.089518,0.089518,1,1,1,0.149635,0,1,0.146288,-0.207424,0.266376,-0.060192,0.019441,0.195834,-0.054580,-0.038756,0.151355,-0.031760,0.015205,0.170415
COSM,2024-12,2024-12-20,2024-12-26,11163124,199999.984800,49999.996200,149999.988600,1.791613,0.447903,2,2,1,0.133718,1,0,-0.241270,-0.306349,-0.184127,-0.089235,0.034070,0.184006,-0.091302,-0.040679,0.126626,-0.054141,0.023578,0.161426
PBF,2024-12,2024-12-26,2024-12-30,2932061600,38125443.900000,0,38125443.900000,1.300295,0.000000,8,1,0,0.011994,0,0,-0.244278,-0.131502,0.064087,-0.089195,0.072685,0.207444,-0.094013,-0.017256,0.136579,-0.046150,0.056629,0.181661
AIG,2024-12,2024-12-30,2025-01-02,45049197000,787.229520,787.229520,0,0.000002,0.000002,1,1,1,0.008184,0,1,0.186907,0.151339,0.179396,-0.115429,0.092998,0.207756,-0.140476,0.013868,0.137675,-0.079244,0.075990,0.182252
CDXS,2024-12,2024-12-31,2025-01-02,393095699,210994.500000,0,210994.500000,0.053675,0.000000,2,1,0,0.004096,0,0,-0.542000,-0.446000,-0.678000,-0.115429,0.092998,0.207756,-0.140476,0.013868,0.137675,-0.079244,0.075990,0.182252
RVP,2024-12,2024-12-31,2025-01-02,20608740,29958.374100,0,29958.374100,0.145367,0.000000,8,1,0,0.001920,1,0,-0.067266,-0.114924,0.034722,-0.115429,0.092998,0.207756,-0.140476,0.013868,0.137675,-0.079244,0.075990,0.182252
CVI,2025-01,2025-01-08,2025-01-10,1868295000,16027369.000000,0,16027369.000000,0.857861,0.000000,1,1,0,0.013168,0,0,-0.067977,0.701009,0.166224,-0.102751,0.095541,0.242825,-0.147855,0.027585,0.219605,-0.077427,0.080704,0.211606
BDCO,2025-01,2025-01-15,2025-01-17,54465183,28900.000000,3400.000000,25500.000000,0.053061,0.006243,10,2,1,0.000246,1,0,-0.485255,-0.549598,-0.689008,-0.168646,0.078549,0.171349,-0.187649,-0.008873,0.177785,-0.137474,0.056474,0.147192
ARDX,2025-01,2025-01-21,2025-01-22,1171644551,992671.700000,992671.700000,0,0.084725,0.084725,1,1,1,0.114449,0,1,-0.039604,-0.130693,0.570297,-0.143502,0.063534,0.173828,-0.164769,-0.002046,0.195107,-0.114451,0.052043,0.149453
RVP,2025-01,2025-01-27,2025-01-28,23680292,72568.959900,0,72568.959900,0.306453,0.000000,6,1,0,0.001944,1,0,-0.091364,-0.083490,-0.123735,-0.087343,0.089930,0.219650,-0.133280,-0.012988,0.174258,-0.080273,0.057121,0.163893
AUBN,2025-01,2025-01-30,2025-01-31,76623420,9647.560800,9647.560800,0,0.012591,0.012591,9,4,9,0.025237,0,0,-0.070402,0.206743,0.188894,-0.062669,0.063247,0.204903,-0.112815,-0.046274,0.170657,-0.055433,0.039226,0.169089
CDXS,2025-01,2025-01-31,2025-01-31,345297900,282967.000000,0,282967.000000,0.081949,0.000000,2,1,0,0.005226,0,0,-0.398568,-0.357995,-0.656325,-0.062669,0.063247,0.204903,-0.112815,-0.046274,0.170657,-0.055433,0.039226,0.169089
COSM,2025-01,2025-01-30,2025-01-31,17210858,338999.355300,0,338999.355300,1.969683,0.000000,7,1,0,0.043363,1,0,-0.364407,0.220339,-0.350282,-0.062669,0.063247,0.204903,-0.112815,-0.046274,0.170657,-0.055433,0.039226,0.169089
TRST,2025-01,2025-01-29,2025-01-31,609020400,20081.250000,20081.250000,0,0.003297,0.003297,1,1,1,0.016940,0,0,-0.007244,0.051696,0.446823,-0.062669,0.063247,0.204903,-0.112815,-0.046274,0.170657,-0.055433,0.039226,0.169089
PBF,2025-01,2025-01-31,2025-02-03,3401445740,12596745.800000,0,12596745.800000,0.370335,0.000000,5,1,0,0.004282,0,0,-0.326679,-0.139731,0.298656,-0.060724,0.091602,0.195959,-0.109206,-0.013384,0.187242,-0.054482,0.062172,0.167052
ASRV,2025-02,2025-02-03,2025-02-04,43940540,7860.000000,7860.000000,0,0.017888,0.017888,1,1,1,0.019868,1,0,-0.083665,0.119522,0.442231,-0.080734,0.071053,0.160834,-0.130941,-0.021883,0.160968,-0.068620,0.049741,0.153652
IBKR,2025-01,2025-01-31,2025-02-04,91187040453,29633.850000,29633.850000,0,0.000032,0.000032,1,1,1,0.057668,0,1,-0.193954,0.153706,0.333273,-0.080734,0.071053,0.160834,-0.130941,-0.021883,0.160968,-0.068620,0.049741,0.153652
TRST,2025-02,2025-02-05,2025-02-07,621003000,12932.000000,12932.000000,0,0.002082,0.002082,1,1,1,0.966184,0,1,-0.034494,0.039007,0.443585,-0.065445,0.101607,0.180750,-0.109459,-0.020220,0.194159,-0.057816,0.066924,0.168656
AUBN,2025-02,2025-02-11,2025-02-11,73164360,2625,2625,0,0.003588,0.003588,1,1,1,0.009815,1,0,-0.021483,0.300767,0.251151,-0.022019,0.101471,0.167109,-0.073566,0.009989,0.187132,-0.027591,0.068086,0.156571
MTH,2025-02,2025-02-10,2025-02-12,5358386650,819610.000000,819610.000000,0,0.015296,0.015296,1,1,1,0.013747,0,0,-0.076770,0.079892,0.074642,-0.016743,0.101373,0.142696,-0.073206,0.039192,0.173751,-0.023196,0.075218,0.142395
AIG,2025-02,2025-02-13,2025-02-18,45369376000,770000,770000,0,0.001697,0.001697,1,1,1,,0,1,0.119638,0.088118,0.079896,-0.033975,0.058201,0.128841,-0.077724,0.000626,0.174980,-0.027562,0.052562,0.135512
RVP,2025-02,2025-02-19,2025-02-20,24132343,71715.178100,0,71715.178100,0.297175,0.000000,6,1,0,0.001991,1,0,-0.228795,0.005783,-0.196024,-0.041817,0.051212,0.138973,-0.091881,0.012725,0.193226,-0.041826,0.047458,0.142790
BMY,2025-02,2025-02-20,2025-02-21,113309490000,210095.972240,210095.972240,0,0.000185,0.000185,2,2,2,0.029359,1,0,-0.151672,-0.120915,0.152441,-0.030563,0.090061,0.148985,-0.067888,0.083648,0.209493,-0.031822,0.082038,0.150784
COSM,2025-02,2025-02-24,2025-02-25,14711248,200000.092000,0,200000.092000,1.359505,0.000000,1,1,0,0.100007,1,0,-0.211864,0.401695,-0.325424,0.016898,0.118423,0.207446,-0.033613,0.093061,0.242080,-0.002191,0.092188,0.180166
ARDX,2025-02,2025-02-24,2025-02-26,1224141863,388738.274800,388738.274800,0,0.031756,0.031756,1,1,1,0.040113,0,1,-0.233333,0.213725,0.300000,0.009966,0.117433,0.190011,-0.045014,0.099491,0.247198,-0.008485,0.094108,0.173008
CMRC,2025-02,2025-02-25,2025-02-26,541596450,147625.415600,147625.415600,0,0.027257,0.027257,2,1,2,0.346514,0,1,-0.290831,-0.323782,-0.590258,0.009966,0.117433,0.190011,-0.045014,0.099491,0.247198,-0.008485,0.094108,0.173008
CSPI,2025-02,2025-02-26,2025-02-26,156588680,97106.210000,0,97106.210000,0.062014,0.000000,16,1,0,0.000580,0,0,-0.117933,-0.241945,-0.443161,0.009966,0.117433,0.190011,-0.045014,0.099491,0.247198,-0.008485,0.094108,0.173008
PBF,2025-02,2025-02-28,2025-03-03,2491216070,18694157.300000,0,18694157.300000,0.750403,0.000000,9,1,0,0.006345,0,0,-0.070907,0.447341,1.051095,0.054198,0.140926,0.216446,-0.012501,0.125979,0.255703,0.018381,0.103337,0.179092
CDXS,2025-02,2025-02-28,2025-03-04,250526400,646656.712000,0,646656.712000,0.258119,0.000000,4,1,0,0.016961,0,0,-0.126866,-0.063433,-0.597015,0.065665,0.144382,0.238712,0.014906,0.138830,0.282383,0.036445,0.116546,0.201636
CVI,2025-02,2025-02-28,2025-03-04,1851210000,65846.400000,0,65846.400000,0.003557,0.000000,1,1,0,0.000053,0,0,0.320649,0.767767,0.470621,0.065665,0.144382,0.238712,0.014906,0.138830,0.282383,0.036445,0.116546,0.201636
LAB,2025-02,2025-02-28,2025-03-04,404703960,5134321.335000,0,5134321.335000,1.268661,0.000000,1,1,0,0.089234,0,1,0.009434,0.169811,0.000000,0.065665,0.144382,0.238712,0.014906,0.138830,0.282383,0.036445,0.116546,0.201636
CABO,2025-03,2025-03-05,2025-03-05,1430593373,982020.000000,982020.000000,0,0.068644,0.068644,2,1,2,0.537249,0,1,-0.427244,-0.382428,-0.566967,0.054865,0.138528,0.219080,0.002143,0.126559,0.245567,0.025155,0.110667,0.182242
COSM,2025-03,2025-03-04,2025-03-05,13669744,109999.901600,0,109999.901600,0.804696,0.000000,2,1,0,0.034019,1,0,-0.104331,0.543307,-0.281496,0.054865,0.138528,0.219080,0.002143,0.126559,0.245567,0.025155,0.110667,0.182242
GLBZ,2025-03,2025-03-06,2025-03-07,14469355,14998.750000,14998.750000,0,0.103659,0.103659,2,1,2,0.360909,1,0,-0.017717,-0.112205,-0.092520,0.079134,0.174410,0.242072,0.031213,0.160355,0.245365,0.043463,0.130548,0.191565
PR,2025-03,2025-03-05,2025-03-07,8751155050,12646975.000000,12646975.000000,0,0.144518,0.144518,3,1,3,1.600364,0,1,0.083822,0.119028,0.579212,0.079134,0.174410,0.242072,0.031213,0.160355,0.245365,0.043463,0.130548,0.191565
CMRC,2025-03,2025-03-06,2025-03-10,491142050,1176382.267400,1176382.267400,0,0.239520,0.239520,1,1,1,2.325671,0,1,-0.069444,-0.190972,-0.489583,0.124307,0.227730,0.292175,0.065099,0.192666,0.276176,0.072975,0.164347,0.222190
NOG,2025-03,2025-03-07,2025-03-10,2709414400,1744123.500000,1744123.500000,0,0.064373,0.064373,4,3,4,1.000000,1,0,0.084496,-0.087684,0.055799,0.124307,0.227730,0.292175,0.065099,0.192666,0.276176,0.072975,0.164347,0.222190
CLH,2025-03,2025-03-10,2025-03-11,10114218260,200949.000000,200949.000000,0,0.001987,0.001987,1,1,1,0.045282,1,0,0.166606,0.230937,0.506948,0.134453,0.234149,0.295095,0.070973,0.185805,0.273725,0.088095,0.176812,0.230894
CSPI,2025-03,2025-03-11,2025-03-11,144816500,31041.000000,0,31041.000000,0.021435,0.000000,7,1,0,0.000361,0,0,-0.208279,-0.295007,-0.437582,0.134453,0.234149,0.295095,0.070973,0.185805,0.273725,0.088095,0.176812,0.230894
MPLX,2025-03,2025-03-07,2025-03-11,53754000000,211000.000000,211000.000000,0,0.000393,0.000393,1,1,1,0.187802,0,0,-0.011121,-0.010265,0.211506,0.134453,0.234149,0.295095,0.070973,0.185805,0.273725,0.088095,0.176812,0.230894
AMPY,2025-03,2025-03-11,2025-03-12,162359520,252500.000000,252500.000000,0,0.155519,0.155519,4,4,4,0.382438,0,0,-0.069054,0.015345,0.549872,0.118019,0.220786,0.258682,0.064687,0.181589,0.244155,0.079276,0.173986,0.205798
AGM,2025-03,2025-03-11,2025-03-13,2079392640,195616.000000,195616.000000,0,0.009407,0.009407,1,1,1,0.079891,0,1,0.020030,0.053468,-0.179882,0.141176,0.250387,0.274135,0.076537,0.221664,0.258830,0.098183,0.199723,0.215162
ARCB,2025-03,2025-03-13,2025-03-13,1694208729,52423.000000,52423.000000,0,0.003094,0.003094,1,1,1,0.094061,1,0,-0.039774,0.007734,0.169866,0.141176,0.250387,0.274135,0.076537,0.221664,0.258830,0.098183,0.199723,0.215162
ARES,2025-03,2025-03-11,2025-03-13,44717286077,1413300.000000,1413300.000000,0,0.003161,0.003161,1,1,1,0.774893,0,1,0.227917,0.336811,-0.254109,0.141176,0.250387,0.274135,0.076537,0.221664,0.258830,0.098183,0.199723,0.215162
CLAR,2025-03,2025-03-11,2025-03-13,157684260,89876.600000,89876.600000,0,0.056998,0.056998,1,1,1,0.039405,0,1,-0.106771,-0.013021,-0.294271,0.141176,0.250387,0.274135,0.076537,0.221664,0.258830,0.098183,0.199723,0.215162
ASRV,2025-03,2025-03-13,2025-03-14,39315220,7260.000000,7260.000000,0,0.018466,0.018466,1,1,1,0.019481,1,0,0.121212,0.203463,0.584416,0.100248,0.226266,0.258023,0.031883,0.180640,0.240703,0.063957,0.175064,0.202696
MTH,2025-03,2025-03-13,2025-03-14,4991620150,346400.000000,346400.000000,0,0.006940,0.006940,1,1,1,0.152905,0,1,-0.078819,0.133284,-0.066716,0.100248,0.226266,0.258023,0.031883,0.180640,0.240703,0.063957,0.175064,0.202696
AWRE,2025-03,2025-03-14,2025-03-17,34877880,135463.880000,135463.880000,0,0.388395,0.388395,7,4,7,0.216375,1,0,0.117284,0.814815,-0.277778,0.108366,0.228793,0.256005,0.031041,0.170876,0.233009,0.065852,0.172271,0.196625
BCSF,2025-03,2025-03-17,2025-03-17,1069094280,25137.900000,25137.900000,0,0.002351,0.002351,1,1,1,0.079255,0,1,-0.078192,-0.055954,-0.145624,0.108366,0.228793,0.256005,0.031041,0.170876,0.233009,0.065852,0.172271,0.196625
CVI,2025-03,2025-03-14,2025-03-17,1932615000,17269842.320000,0,17269842.320000,0.893600,0.000000,10,1,0,0.003057,0,0,0.338200,0.473479,0.441849,0.108366,0.228793,0.256005,0.031041,0.170876,0.233009,0.065852,0.172271,0.196625
D,2025-03,2025-03-13,2025-03-17,46095498000,25654.750000,25654.750000,0,0.000056,0.000056,1,1,1,,0,1,0.012556,0.133668,0.205331,0.108366,0.228793,0.256005,0.031041,0.170876,0.233009,0.065852,0.172271,0.196625
ED,2025-03,2025-03-14,2025-03-17,37254141000,101.198600,101.198600,0,0.000000,0.000000,1,1,1,0.000269,0,0,-0.047638,-0.083463,0.103280,0.108366,0.228793,0.256005,0.031041,0.170876,0.233009,0.065852,0.172271,0.196625
INVE,2025-03,2025-03-14,2025-03-17,75044820,84105.409000,84105.409000,0,0.112074,0.112074,2,2,2,0.079189,1,0,-0.018750,0.131250,0.071875,0.108366,0.228793,0.256005,0.031041,0.170876,0.233009,0.065852,0.172271,0.196625
MAC,2025-03,2025-03-14,2025-03-17,4171838079,1108632.000000,1108632.000000,0,0.026574,0.026574,2,2,2,3.305005,1,0,-0.050733,0.078851,0.155868,0.108366,0.228793,0.256005,0.031041,0.170876,0.233009,0.065852,0.172271,0.196625
ECOR,2025-03,2025-03-17,2025-03-18,68467140,57175.000000,57175.000000,0,0.083507,0.083507,2,2,2,0.023962,1,0,-0.393795,-0.422434,-0.176611,0.116593,0.249045,0.259978,0.029170,0.179207,0.223785,0.068295,0.183455,0.192828
HFFG,2025-03,2025-03-19,2025-03-20,154521314,57845.390000,57845.390000,0,0.037435,0.037435,4,3,4,0.047932,1,0,-0.112676,-0.033803,-0.470423,0.100900,0.245417,0.220655,0.023075,0.200712,0.193992,0.057178,0.178118,0.163549
CDXS,2025-03,2025-03-21,2025-03-24,210145500,1019227.202772,0,1019227.202772,0.485010,0.000000,7,1,0,0.011154,0,0,-0.231270,-0.179153,-0.456026,0.084733,0.230108,0.195933,0.016737,0.176733,0.204046,0.048506,0.168251,0.150834
ATOS,2025-03,2025-03-26,2025-03-28,89902326,7000.000000,7000.000000,0,0.007786,0.007786,1,1,1,38.910506,0,1,0.263410,0.233716,-0.548851,0.170088,0.273806,0.196280,0.077996,0.210787,0.208310,0.109899,0.197879,0.150358
AAP,2025-03,2025-03-27,2025-03-31,2422200000,598611.000000,598611.000000,0,0.024714,0.024714,4,4,4,0.753474,1,0,0.194839,0.624803,0.376251,0.177732,0.279760,0.236834,0.084722,0.218052,0.256654,0.107751,0.193242,0.175912
ASAN,2025-03,2025-03-31,2025-04-01,3421895630,32115993.040000,0,32115993.040000,0.938544,0.000000,10,1,0,0.004697,1,0,-0.107120,-0.127368,-0.586545,0.158456,0.272988,0.242089,0.095785,0.219655,0.264398,0.104304,0.194382,0.181439
PBF,2025-03,2025-03-28,2025-04-01,2205243530,8645352.500000,0,8645352.500000,0.392036,0.000000,5,1,0,0.005150,0,0,0.170852,0.604803,1.489629,0.158456,0.272988,0.242089,0.095785,0.219655,0.264398,0.104304,0.194382,0.181439
RVP,2025-03,2025-03-31,2025-04-01,21060791,22989.411600,0,22989.411600,0.109157,0.000000,5,1,0,0.000931,1,0,-0.102132,0.181257,-0.066218,0.158456,0.272988,0.242089,0.095785,0.219655,0.264398,0.104304,0.194382,0.181439
AIG,2025-03,2025-03-31,2025-04-02,50712102000,791.583530,791.583530,0,0.000002,0.000002,1,1,1,0.004644,0,1,-0.056194,-0.082004,-0.121070,0.158068,0.269827,0.234504,0.093695,0.203290,0.253387,0.102317,0.190893,0.175049
GME,2025-04,2025-04-10,2025-04-10,11186442000,11140200.000000,11140200.000000,0,0.099587,0.099587,3,3,3,0.064103,1,0,-0.076739,-0.037970,-0.071942,0.246286,0.371841,0.376170,0.240549,0.356585,0.453552,0.196517,0.286772,0.310085
BDCO,2025-04,2025-04-11,2025-04-11,31037693,103493.000000,0,103493.000000,0.333443,0.000000,26,1,0,0.002455,1,0,-0.225962,-0.302885,0.442308,0.221000,0.300275,0.365271,0.205881,0.297115,0.453366,0.171402,0.230049,0.299692
DLTR,2025-04,2025-04-15,2025-04-16,15336480000,1757571.830000,1757571.830000,0,0.011460,0.011460,4,2,4,4.937545,1,0,0.456358,0.310886,0.364977,0.256047,0.358887,0.448886,0.198247,0.360997,0.475212,0.191003,0.272682,0.350117
PBF,2025-04,2025-04-15,2025-04-16,1677473070,3996917.200000,0,3996917.200000,0.238270,0.000000,10,1,0,0.003073,0,0,0.697953,0.949894,1.976711,0.256047,0.358887,0.448886,0.198247,0.360997,0.475212,0.191003,0.272682,0.350117
ASAN,2025-04,2025-04-15,2025-04-17,3684937710,18241752.940000,0,18241752.940000,0.495036,0.000000,11,1,0,0.004487,1,0,-0.028976,-0.057951,-0.606469,0.266445,0.354104,0.468107,0.204140,0.321561,0.494892,0.196586,0.262199,0.364489
